source;target;layer;year
1402107;23483938;cite;2003
2114277;1745056;cite;2003
50293022;1852948;cite;2011
3832252;149201;cite;2009
2041910;625296;cite;2004
219374;199499;cite;2011
4395948;598160;cite;2010
1554243;1749648;cite;2007
489006;635082;cite;1981
3462420;448985;cite;2005
1308697;315269;cite;2004
3619806;16649;cite;2009
171220;379416;cite;2003
3832280;441589;cite;2009
1669835;1353596;cite;2001
229553;9095805;cite;2002
3484240;40419563;cite;2006
60337;3546571;cite;2010
433468;510117;cite;1995
1894512;3316959;cite;1997
795368;1065668;cite;1999
3836999;3399414;cite;2011
795368;824769;cite;2003
994018;2122309;cite;1990
517110;2437370;cite;2010
154743;1111513;cite;2009
47271543;55058764;cite;2003
588349;2342970;cite;2004
1750191;1548517;cite;1993
125977;1818317;cite;2000
3619446;1818317;cite;2010
3549946;1993470;cite;2008
42138;442978;cite;2009
1298469;403822;cite;2003
3498783;485160;cite;2009
97170;571081;cite;1996
81385;320403;cite;1997
1551043;6829944;cite;2008
3506944;20544;cite;2006
414659;95516;cite;1999
921043;3357732;cite;2000
3313119;1772051;cite;1997
2065047;489006;cite;1985
80674;1903859;cite;2002
3313407;53307089;cite;2005
3317401;10883801;cite;2002
1054280;32909;cite;2004
2114277;46121230;cite;2008
3542318;17927374;cite;2011
1417835;53094;cite;2001
565576;384301;cite;2004
1208922;1176051;cite;2002
181077;315058;cite;1988
898125;3506430;cite;2008
18109728;616265;cite;2008
675055;684003;cite;2004
3635893;3616636;cite;2009
10885362;51386302;cite;1994
2241634;54241689;cite;2009
998208;1399202;cite;2009
1573733;3371750;cite;2010
10832690;1025204;cite;2004
1378808;2431681;cite;2002
47468040;358124;cite;1984
981847;601959;cite;2000
966585;1156820;cite;2009
1687644;167442;cite;2009
2007366;1456480;cite;2011
1911914;1894512;cite;2011
588349;3559730;cite;2011
3616121;54603999;cite;2010
384014;9137032;cite;2009
3377753;870477;cite;2006
3832254;149201;cite;2009
1026865;1202987;cite;2009
1488310;431388;cite;2008
3484675;9137032;cite;2009
651512;1521025;cite;2010
18489382;1185759;cite;2010
999812;688801;cite;2007
3545991;588349;cite;2011
1970849;70423;cite;2011
92804;1560592;cite;2005
169069;2078186;cite;2010
3635905;1765874;cite;2010
84472;1536874;cite;2002
2530406;10513013;cite;2007
134086;40422604;cite;2008
12609426;3365209;cite;1979
416395;1034308;cite;2001
688801;812183;cite;2008
553284;261768;cite;2010
2126906;417545;cite;2005
1025739;18557017;cite;1989
1570792;3368569;cite;2008
832349;2972930;cite;2008
18050875;954490;cite;2008
53554938;53591624;cite;2010
3462404;1034757;cite;2005
494965;1399202;cite;2009
1570792;561596;cite;2008
489006;1098028;cite;1981
17902638;2295139;cite;2002
3377753;5953278;cite;2006
1737218;54170929;cite;1995
3564951;53510019;cite;2008
817180;4040114;cite;2011
67458;5730;cite;1997
616265;386271;cite;2005
1200530;54170929;cite;2003
3365472;3179124;cite;1990
438079;1990966;cite;2002
50412641;1498760;cite;1994
438079;110282;cite;2004
662803;1959814;cite;2001
608369;10497604;cite;1984
3322859;794527;cite;2000
1094428;731329;cite;2003
1208922;2335802;cite;2002
3564951;974990;cite;2008
12518928;2295139;cite;2009
3454747;410331;cite;2004
463075;1644999;cite;2005
414332;1695628;cite;2005
305857;48057366;cite;2003
616265;17902638;cite;2000
304424;70423;cite;2000
337984;731329;cite;2004
436647;384014;cite;2011
1370132;907457;cite;2006
563416;795368;cite;2004
18960884;63698;cite;2010
34264259;276064;cite;2008
1327835;285550;cite;1988
1695628;3191377;cite;1995
731329;10894765;cite;2008
3350520;40419564;cite;2006
419877;114000;cite;1978
384301;1225906;cite;2009
651512;1315774;cite;2012
2114092;755515;cite;2011
9426735;145518;cite;2011
1548385;2484380;cite;2000
2512191;1199134;cite;2010
3629702;876119;cite;2008
282750;152352;cite;2009
12518928;177276;cite;2010
3462416;327556;cite;2010
3635893;20544;cite;2009
740299;994018;cite;2011
838147;2181032;cite;2008
1397937;7131;cite;2010
602537;96914;cite;2004
3445748;3493329;cite;2008
879548;47471283;cite;2004
361097;5201914;cite;2011
673325;84674;cite;2000
17902638;53635770;cite;2000
2421538;954490;cite;2002
9668529;1769228;cite;2011
1466157;1218513;cite;2008
3629727;840035;cite;2008
56359600;54241689;cite;2001
1000635;695562;cite;1989
56648954;933536;cite;2005
40425393;3365250;cite;2004
59042;1065668;cite;1999
1000092;2667717;cite;1984
1074967;275376;cite;1985
457138;53192;cite;2010
5201914;2624870;cite;2010
851440;47654842;cite;1995
570589;3506952;cite;2009
3292829;266603;cite;2010
1200530;40419563;cite;2003
20544;10832690;cite;2004
54587358;3365275;cite;1981
332741;80674;cite;2000
53307089;753069;cite;2009
52799925;185676;cite;2000
3832280;3520741;cite;2009
852431;1176051;cite;1999
51670;1136059;cite;2009
3493400;911102;cite;2008
725620;61801;cite;1995
3365490;630735;cite;2003
3013450;939214;cite;2011
1379912;244466;cite;2000
557751;1780247;cite;2005
10558858;114000;cite;1984
1200159;795368;cite;2011
617330;1628808;cite;1996
2914628;753069;cite;2011
3653216;1399202;cite;2010
542425;370792;cite;2007
177276;3365406;cite;2005
2073858;889494;cite;2007
3563697;598160;cite;2008
2181032;831237;cite;2004
755515;169566;cite;2005
179886;1399202;cite;2009
1995279;1737218;cite;2002
755515;17927374;cite;2006
9149894;2677845;cite;2005
3629705;2320964;cite;2008
795368;3365318;cite;2003
2263719;19202;cite;2009
619732;448985;cite;2011
52565120;51024786;cite;1984
57153;1889817;cite;1998
1176515;1123088;cite;2009
3365355;83891;cite;2002
744850;18557017;cite;1989
59267;236800;cite;2000
198713;3350496;cite;2009
1995279;2702206;cite;2007
3365295;831237;cite;2003
3544435;840008;cite;2008
1730292;54192070;cite;1990
12459924;55840553;cite;1996
817180;18206946;cite;2011
2132771;42296873;cite;1997
3823274;384301;cite;2011
3462409;3107675;cite;2005
3832287;3549944;cite;2009
53594202;10559758;cite;1992
51239141;1990966;cite;2011
3313313;929601;cite;2001
21997;502782;cite;2010
40422604;1417835;cite;2003
304424;194796;cite;2008
10220044;181077;cite;1999
3316959;2295139;cite;2009
3078696;1123088;cite;2010
1780247;181077;cite;1994
688801;2624870;cite;2010
797671;604144;cite;2011
1200159;1903859;cite;1995
898125;154743;cite;2009
408891;19363341;cite;1989
1474175;361097;cite;2008
988175;691155;cite;2008
3708662;58129;cite;2007
53679202;146552;cite;2002
1780247;571081;cite;2003
75773;2338139;cite;2001
966585;1069979;cite;2009
1219483;160374;cite;2002
2149865;436647;cite;2011
709853;2320964;cite;2008
1819604;1142659;cite;2007
2344131;1993470;cite;1992
1087377;93851;cite;2007
1176051;795368;cite;1998
448985;630735;cite;2004
1208922;9428466;cite;2011
1818317;50224283;cite;2011
21997;1559089;cite;2012
3316566;26112;cite;2001
53779185;181077;cite;1992
1608014;6822508;cite;2003
651512;9149894;cite;2011
248041;47491678;cite;1995
21997;364422;cite;2010
34063339;275376;cite;2011
1710746;1894512;cite;2007
1370132;359050;cite;2008
1147403;929601;cite;2002
10890905;1031524;cite;2010
1474175;3571627;cite;2008
2497129;105631;cite;1999
47647460;994018;cite;2002
3317730;3549946;cite;2009
794527;662803;cite;2004
448985;2181032;cite;2007
54587358;3365274;cite;1981
903504;384014;cite;2011
1667844;1745056;cite;2008
1461050;53659620;cite;1993
3559730;237904;cite;2008
795368;154743;cite;2008
526816;3352114;cite;2009
1493033;1140946;cite;2007
3365228;1291393;cite;2000
4689358;122030;cite;2007
53517215;1808203;cite;1988
388443;991039;cite;1998
4115898;3365457;cite;2005
3832288;601959;cite;2009
2338139;540819;cite;1989
3832254;2437370;cite;2010
1253699;2052495;cite;2005
692168;314363;cite;1990
448985;1593506;cite;2005
2078186;2114277;cite;2003
1034308;2144678;cite;2001
3316959;3317730;cite;2009
3316959;795368;cite;2009
709570;893694;cite;2006
12518928;3552786;cite;2010
616265;136332;cite;1997
715211;445271;cite;2007
1911914;494965;cite;2007
53574490;543701;cite;1999
1411929;1934816;cite;2008
1425548;181077;cite;2009
385681;571081;cite;2000
1815433;49939857;cite;2000
734167;65290;cite;2009
393752;907634;cite;2003
3316959;2298592;cite;2009
1980991;1290209;cite;1997
1342664;3425141;cite;2011
903828;1990966;cite;2007
3333053;1427901;cite;2009
3096583;10896622;cite;2011
936378;3559730;cite;2011
1291393;16649;cite;2007
3629694;3549915;cite;2008
21997;1417835;cite;2010
214620;561596;cite;2004
1209663;130481;cite;2008
386032;40419563;cite;2006
51580817;3109325;cite;2011
632599;53510019;cite;2008
9432025;1399202;cite;2010
1402107;1417835;cite;2002
3317401;370814;cite;2002
59042;390956;cite;1998
49305910;1265522;cite;2005
2914628;47482211;cite;2011
9233468;1176051;cite;2001
47321638;625296;cite;2003
51260575;1464329;cite;2007
3508597;276064;cite;2010
536829;1488310;cite;2001
53607159;22304884;cite;1998
384301;1225906;cite;2007
3832288;21997;cite;2011
5463301;17997458;cite;2010
1091668;438432;cite;1994
795368;2298592;cite;2010
1924104;49517156;cite;1996
3832289;361097;cite;2009
508274;1461050;cite;1998
630735;47527854;cite;2005
601959;2437370;cite;2011
18531293;1276849;cite;2011
441490;1993470;cite;2003
1521025;2476051;cite;2009
64290;3365244;cite;1978
3616643;1199134;cite;2010
2619496;58129;cite;2007
3365431;1494848;cite;1995
676309;689320;cite;2006
1434836;795368;cite;2007
48413726;1749648;cite;2009
601959;349173;cite;1999
368747;540880;cite;2009
3335676;494965;cite;2008
214620;1780247;cite;2004
1119998;253283;cite;2007
3576686;1123088;cite;2009
3616636;5774643;cite;2010
50818823;1722247;cite;1982
9431926;3546995;cite;2010
10709398;840008;cite;2010
47237628;1818317;cite;2003
738787;53067561;cite;2005
388118;489816;cite;2001
1329528;194796;cite;2008
564148;7131;cite;2006
1165461;37126291;cite;2011
3619589;1594915;cite;2008
8017531;868730;cite;2010
570735;601959;cite;2011
755515;53659620;cite;2008
2052495;1434215;cite;2005
2324949;1536874;cite;2004
2122309;10511473;cite;1985
1327835;2323706;cite;1990
2539048;3549946;cite;2008
361097;3526901;cite;2011
3536258;19202;cite;2011
2421538;84674;cite;2002
1715391;379416;cite;2003
2415794;110282;cite;2006
49939857;49800324;cite;2000
2320964;18046451;cite;2011
602537;625296;cite;2003
345165;181077;cite;2003
1816816;1941559;cite;2001
4744817;52554122;cite;2010
2133806;52664776;cite;2004
1662749;50206247;cite;2000
1546349;2494162;cite;2006
47382659;57153;cite;1998
508274;1461050;cite;1997
52799925;85038;cite;2000
1200159;1017214;cite;2000
34063339;1990966;cite;2011
1745056;59042;cite;1998
3618378;47545087;cite;2008
110282;1200159;cite;2010
194796;1959814;cite;2001
3618378;130210;cite;2008
48399987;47397986;cite;1982
3501596;16649;cite;2010
2323706;1455907;cite;1989
579503;2247005;cite;2002
92007;50699463;cite;1999
2830972;3365219;cite;2000
3629722;3577492;cite;2011
2616261;795368;cite;2002
1227020;1095257;cite;2003
17927303;2667717;cite;1988
1363826;315269;cite;2004
402341;1695628;cite;2004
48603799;1695628;cite;1999
2096741;196752;cite;2007
403149;9095805;cite;2002
438079;953718;cite;2000
53501477;448985;cite;2011
22939480;632279;cite;2003
134086;936378;cite;2008
719981;598160;cite;2010
954490;1628808;cite;1998
1123207;1200159;cite;2010
3313723;417545;cite;2011
16649;2065047;cite;2000
1176051;824769;cite;2008
2917734;2132771;cite;2011
3580840;566838;cite;2010
625296;974990;cite;2000
53594202;299889;cite;1992
181077;32909;cite;1999
1126212;2335111;cite;2010
945317;18046451;cite;1995
2114594;783802;cite;2011
410331;3379355;cite;2010
3559730;6923352;cite;2008
1479429;53094;cite;2011
564386;3549946;cite;2011
1402107;53599278;cite;2000
3635892;53416656;cite;2009
47241494;608369;cite;1993
1329528;26112;cite;2003
7521;2060748;cite;2011
3635891;688801;cite;2011
259224;47237628;cite;2006
3561475;406614;cite;2008
3365228;10715604;cite;2000
53663192;666211;cite;2005
651512;50412641;cite;2008
18109728;1633442;cite;2008
180240;1527651;cite;2004
10219425;2114277;cite;2001
1554243;3367926;cite;2007
442978;21754404;cite;2006
384301;358470;cite;2004
3629680;494965;cite;2008
553284;4774097;cite;2010
390956;1219483;cite;1995
2299095;64290;cite;2009
9432024;229270;cite;2010
438079;1200530;cite;2000
599167;1402107;cite;2004
47237628;229270;cite;2003
18046451;1461050;cite;1995
3582129;3576686;cite;2011
3365388;181077;cite;1993
3823274;1200530;cite;2007
2530441;2229939;cite;2008
2309290;494965;cite;2010
61060;26112;cite;2011
1780247;601959;cite;2005
3838781;19202;cite;2011
53501477;840008;cite;2009
626439;16649;cite;2006
3832288;169566;cite;2009
10832690;755515;cite;2004
18057148;417526;cite;2006
1356251;22304884;cite;2008
2924426;53786510;cite;2009
812183;485160;cite;2008
143212;2314808;cite;2003
383824;1852948;cite;2011
335001;2338139;cite;2001
3329258;114000;cite;1984
1399202;1845460;cite;2005
47177597;601959;cite;2010
756948;369656;cite;2008
632599;1970849;cite;2008
53554938;5730;cite;2011
1521225;1536874;cite;2007
1074967;1990966;cite;1985
856095;6923352;cite;2004
103096;2338139;cite;1993
3316959;2972930;cite;2008
540819;1628808;cite;1988
53698797;3322859;cite;1999
3365307;53498645;cite;2002
3627854;3838781;cite;2011
220129;1017214;cite;1993
1533004;433246;cite;2002
47271543;78072;cite;2003
52867475;936807;cite;2008
181077;3348166;cite;1988
755515;937815;cite;2010
966585;1202987;cite;2009
42210600;1140946;cite;2001
12518928;53192;cite;2004
522060;605146;cite;1991
954490;53659620;cite;1998
3832289;811813;cite;2010
539230;48502755;cite;2000
1818317;10832690;cite;1999
40420994;1769228;cite;2002
991049;466115;cite;2010
1370132;1981909;cite;2006
3238176;494965;cite;2009
52867475;1200530;cite;2008
21722263;1200530;cite;2006
795368;1156820;cite;2009
284269;41682;cite;2010
390017;85038;cite;1993
4350981;220129;cite;2007
1765874;6923352;cite;2000
1548385;1818317;cite;2000
3379355;47415191;cite;2007
553284;907634;cite;2010
994018;431388;cite;2008
2126906;688801;cite;2008
3365407;52560;cite;2002
3552915;43396392;cite;2009
726096;485160;cite;2009
726096;906247;cite;2009
1818317;50412641;cite;2005
438079;1990966;cite;2000
1819604;1521025;cite;2010
601959;3571628;cite;2009
384014;667542;cite;2007
3582129;1176515;cite;2011
3635893;3629713;cite;2009
1402107;257916;cite;2000
47650709;406798;cite;2000
846388;3355369;cite;2007
155625;2164557;cite;2003
47378401;169566;cite;2005
601959;494965;cite;2009
52816203;47237628;cite;2006
3635893;2539048;cite;2009
463577;1219483;cite;1985
3292829;812183;cite;2010
40419197;1577705;cite;2002
586915;1819604;cite;2009
2320964;145518;cite;2011
448985;831237;cite;2004
4336837;70423;cite;2011
53786510;731329;cite;1999
588349;1079004;cite;2011
145518;762205;cite;2008
1807506;1417835;cite;2005
10709398;2126906;cite;2010
616265;17902638;cite;2002
1500881;45178;cite;2007
3318255;1633442;cite;1999
563443;553305;cite;2010
2007554;47652218;cite;1982
1488310;54241689;cite;2008
3321418;54170929;cite;1998
441589;795368;cite;2001
54155678;53596402;cite;1988
40545236;855790;cite;1997
1200530;3322859;cite;1999
1265522;1769228;cite;1999
2041910;840008;cite;2004
1555510;513051;cite;2007
253283;1765874;cite;2003
1208922;181077;cite;2003
3005767;1156820;cite;2008
3545991;3629694;cite;2011
3645752;196752;cite;2009
1200159;1086894;cite;2000
1053557;335089;cite;2004
55932852;10517494;cite;1999
337984;662803;cite;2004
3317730;53786510;cite;2002
169566;6923352;cite;2000
3407799;47667757;cite;2004
130210;9163068;cite;2007
1705462;954490;cite;2001
34063281;53192;cite;2011
624861;1695830;cite;2000
55781627;651228;cite;2011
1709762;2245140;cite;1998
980550;148267;cite;2002
181077;431388;cite;2001
436647;979964;cite;1999
10832690;9233468;cite;2003
1819604;1315774;cite;2012
1695830;563937;cite;2001
3635893;3571616;cite;2009
819325;47330938;cite;2010
252990;1628808;cite;1992
47545087;26112;cite;2011
2914628;2975450;cite;2011
731329;794527;cite;2004
1360260;17904819;cite;2003
47417593;47593436;cite;2011
489816;49740233;cite;2000
5802966;1875230;cite;2009
3005767;3629694;cite;2009
790244;1265522;cite;2000
524131;1315774;cite;2010
795368;1536874;cite;2009
954490;96914;cite;2000
1357357;47491678;cite;1998
299889;181077;cite;1992
509373;379606;cite;2011
3443839;1894512;cite;2005
1818317;57153;cite;1998
541517;10545203;cite;1987
34063283;1423081;cite;2011
42138;53038779;cite;1990
7396712;1399202;cite;2011
10313;880017;cite;2003
1434836;489816;cite;2007
110262;408891;cite;1996
40545236;23115242;cite;1997
53307089;2975450;cite;2009
438079;222430;cite;1998
831237;17927374;cite;2005
1536874;70423;cite;1999
684867;3129332;cite;2003
1626534;557751;cite;2010
54651527;18046451;cite;2006
362936;155625;cite;2011
2599265;312700;cite;1996
811813;6923352;cite;2007
7521;714492;cite;2010
40421116;605848;cite;1996
1291393;55271408;cite;1987
2484380;48057366;cite;1998
740002;3317730;cite;2008
794527;3322859;cite;2002
47468040;189707;cite;1984
416961;3983755;cite;2010
51483741;1049568;cite;2000
3538341;898125;cite;2010
1108299;85018;cite;2007
1628808;295017;cite;1998
994018;1628808;cite;2008
1094428;53786510;cite;2003
1213860;10832690;cite;2004
236800;755515;cite;2000
3783703;42138;cite;2008
662803;1109340;cite;2007
34061757;3462416;cite;2011
1311173;289435;cite;2003
3332045;1044933;cite;1985
47382659;1740723;cite;2000
53101561;3643460;cite;2010
1370132;2114277;cite;2006
731329;827526;cite;2008
1995279;50412641;cite;2003
565576;358470;cite;2004
93400;84674;cite;2006
3564951;47471283;cite;2008
819325;587345;cite;2011
715211;1176051;cite;2009
47593436;16649;cite;2007
731329;3322859;cite;2004
93400;1479936;cite;2011
3319495;3450212;cite;2007
3365408;10223632;cite;2002
688801;84674;cite;2001
1887569;945187;cite;2009
431899;16649;cite;2008
53637959;851440;cite;2002
3450212;515313;cite;2006
47527854;1379912;cite;2003
2023353;335089;cite;2004
504999;1185759;cite;2010
148819;383249;cite;1976
3314566;795368;cite;2001
1816816;64290;cite;2001
1623165;1200159;cite;2009
1631408;633471;cite;2011
966585;2343319;cite;2009
1068200;3629686;cite;2010
851440;10832690;cite;1999
2065047;18046451;cite;1995
3377755;3571628;cite;2008
17916533;1735104;cite;1999
795368;1048079;cite;2008
3610755;2038381;cite;2011
1990966;945317;cite;2001
1141665;1208922;cite;2007
1026002;3316959;cite;2011
508274;18557017;cite;1990
725620;2338139;cite;1995
368747;2295139;cite;2009
1208922;494965;cite;2011
1138939;483555;cite;1989
3352270;676309;cite;1998
53574490;1140946;cite;1999
53591624;616265;cite;2009
704751;846634;cite;2008
34063315;1034757;cite;2011
3571601;3308035;cite;2007
47488372;199499;cite;2011
58809;2295139;cite;2010
1108299;47654842;cite;1997
3546571;152072;cite;2010
