source;target;layer
132193;189921;cite
724810;379385;cite
3507709;3377753;cite
485160;2314808;cite
2476051;181077;cite
3832263;1399202;cite
599167;1973531;cite
1461523;852431;cite
1887569;502782;cite
1819604;502782;cite
3506944;46911587;cite
34063280;3556509;cite
1488310;47686648;cite
1818317;1745056;cite
3485100;3643460;cite
1200530;6150124;cite
438079;10510665;cite
403822;441490;cite
915593;196752;cite
3370056;9431812;cite
3335145;1903859;cite
561596;1780247;cite
40420210;867633;cite
3530351;1091008;cite
3482117;1548385;cite
1200159;2167811;cite
2007366;64290;cite
724872;257916;cite
1358916;12925057;cite
52635590;485160;cite
48603799;6923352;cite
1117178;122241;cite
386323;1200159;cite
1091668;52276208;cite
34063301;1200530;cite
1710746;1751940;cite
304424;459308;cite
2437370;10878479;cite
976195;755515;cite
89673;13107612;cite
4328932;347930;cite
3832289;2298592;cite
23356016;1200159;cite
795368;359865;cite
1156353;524350;cite
73748;53659620;cite
898125;1536874;cite
1618625;565576;cite
1147403;413714;cite
3299730;1536874;cite
3292829;466115;cite
80674;3331222;cite
433468;209615;cite
2263719;524131;cite
1995279;1973531;cite
417545;1049568;cite
1345194;790244;cite
976195;1079004;cite
340666;1818317;cite
3838781;1356251;cite
358470;1079004;cite
40422569;53301697;cite
3365229;47745330;cite
87778;315058;cite
9126447;1464329;cite
3823153;1536874;cite
3292829;45178;cite
1129425;668017;cite
282750;3563293;cite
12717945;818850;cite
48416589;56623483;cite
1351972;1745056;cite
263352;3315344;cite
153459;8748431;cite
3324615;929718;cite
740802;3365203;cite
3651846;1048896;cite
455925;40421340;cite
2175710;300056;cite
181077;42296873;cite
758524;509724;cite
3238176;2181032;cite
3591134;312350;cite
3859512;489816;cite
255921;1976075;cite
51670;1200159;cite
1417835;2295139;cite
1577705;2295139;cite
1417835;3365279;cite
10879335;17997458;cite
2295139;3321418;cite
3823274;3322859;cite
731329;384014;cite
949604;61801;cite
259224;1146031;cite
239137;51598084;cite
2456978;2263719;cite
359050;2298592;cite
1765874;436647;cite
699977;561063;cite
134086;494965;cite
359050;50412641;cite
11017225;135668;cite
3308035;47658298;cite
17876629;698871;cite
1434215;26112;cite
744850;53450727;cite
54651527;1903859;cite
78072;793899;cite
1025204;1077618;cite
1520745;2702206;cite
3450212;1406062;cite
55175564;358294;cite
125977;92007;cite
508274;1147403;cite
384014;893694;cite
10219425;1123088;cite
3629748;1780247;cite
1771176;10878476;cite
21997;7099167;cite
3219388;1993470;cite
994018;10564827;cite
10553656;13070376;cite
253283;1183160;cite
834228;379385;cite
175176;92403;cite
401293;50535294;cite
3379355;1266473;cite
494859;10559067;cite
1200159;18046451;cite
85018;3365496;cite
976195;630735;cite
9131967;85018;cite
540819;53578978;cite
1392090;1434836;cite
1333303;1109340;cite
1493462;781239;cite
170453;1434836;cite
10832690;160374;cite
3629827;710396;cite
237743;1902888;cite
26112;47201068;cite
53890749;1598769;cite
1520745;3365406;cite
3445748;2673704;cite
734167;379385;cite
2421538;9236140;cite
1710746;738673;cite
840008;417545;cite
3629727;994018;cite
3485488;88451;cite
1826743;88451;cite
3616636;1030896;cite
1098028;3365275;cite
724623;1633442;cite
34063324;53192;cite
51726109;623711;cite
51599466;3365490;cite
927949;1976061;cite
6892255;1030896;cite
1233948;415944;cite
361097;3546571;cite
1991506;790244;cite
65293;1765874;cite
3641050;257916;cite
3545991;3549917;cite
1516676;20544;cite
2295139;1126212;cite
3009085;1536874;cite
1200159;795368;cite
3314520;53307089;cite
1845460;1497543;cite
738673;560420;cite
61801;46356;cite
10227266;1572145;cite
53594202;55348274;cite
181077;310405;cite
402341;3556501;cite
1625439;403149;cite
794527;731329;cite
3832249;3549943;cite
192481;1781284;cite
3374958;43950532;cite
9106753;61985;cite
1628808;1894512;cite
384014;229553;cite
688801;625296;cite
1710746;3642481;cite
937815;1370132;cite
662803;893694;cite
2724268;9231692;cite
2181032;53307089;cite
2732883;70423;cite
601959;8748431;cite
3334683;3313407;cite
40422604;2298592;cite
345165;1208922;cite
3545991;36706183;cite
167382;12459928;cite
2078186;1123088;cite
10250325;1200159;cite
3641050;1940208;cite
994018;61985;cite
1147403;9131967;cite
385346;2389295;cite
345612;1548385;cite
1488310;64290;cite
1536123;257916;cite
1411009;2295139;cite
795368;332741;cite
294906;45178;cite
1417835;1973531;cite
3626301;1954738;cite
410331;49899464;cite
3005767;794527;cite
972807;53208785;cite
954490;708524;cite
332741;2167811;cite
4395948;70911;cite
509373;520332;cite
358294;1494848;cite
852431;795368;cite
1533004;1797716;cite
1417835;54170929;cite
16649;40419186;cite
795368;1123088;cite
1554243;1054280;cite
300979;1353615;cite
520332;3308035;cite
860012;10706025;cite
134086;1058778;cite
1791432;592315;cite
3501596;1140946;cite
1291393;47255529;cite
17902638;52197781;cite
46356;1205470;cite
1087377;54093254;cite
755515;1142659;cite
475403;1022478;cite
54093254;1219483;cite
17902638;2295139;cite
2924426;6923352;cite
623445;22188125;cite
9294092;1456480;cite
1667844;53761504;cite
282750;3832275;cite
414332;1140946;cite
10514273;3367926;cite
856095;53786510;cite
93851;160374;cite
632599;55177847;cite
3629682;703239;cite
673325;7158557;cite
3005767;266758;cite
10517405;6822276;cite
92403;1717780;cite
319174;1894512;cite
1750191;85038;cite
3635892;4040114;cite
3315534;196752;cite
2282500;1444062;cite
520332;3365406;cite
1807506;1410373;cite
524350;662872;cite
812183;251545;cite
53679202;52799925;cite
603598;540819;cite
361097;9432059;cite
19321775;53371505;cite
436647;482936;cite
3506944;946875;cite
1818317;21818626;cite
1291393;50677792;cite
3331043;1022478;cite
1602571;1990966;cite
253283;53510019;cite
40422591;1739776;cite
2073858;889494;cite
53567058;757952;cite
2437370;21997;cite
7131;3365458;cite
673325;616265;cite
47554432;47172033;cite
687366;1954738;cite
3316959;17902638;cite
416961;755515;cite
17973864;54300363;cite
1925409;485160;cite
180240;10497604;cite
755515;1166274;cite
3335676;1370132;cite
3616636;988175;cite
93400;3632732;cite
3545865;53786510;cite
3635869;628230;cite
17937210;70423;cite
531181;3339198;cite
22939480;1488310;cite
1206464;422286;cite
3316959;53761504;cite
220129;3365256;cite
276064;3823274;cite
3365229;1000284;cite
1025739;40422591;cite
53965757;1536874;cite
3365400;623711;cite
26526;616265;cite
2277630;384014;cite
47608197;1772051;cite
1151530;10706025;cite
3365490;17927374;cite
1536874;3322859;cite
56830108;1902888;cite
59042;191987;cite
971966;1722247;cite
403149;515313;cite
3497619;795368;cite
602537;84674;cite
426596;55177847;cite
2295139;54170929;cite
2421538;625296;cite
10832690;1025204;cite
3349370;21997;cite
937815;1780247;cite
169069;688801;cite
135948;175176;cite
27742;10896622;cite
1990966;49256218;cite
43950532;1054731;cite
2530405;10513013;cite
3315344;1737218;cite
93400;3635905;cite
9431812;347041;cite
55273630;2419182;cite
3618381;678043;cite
709570;3365406;cite
1151530;502782;cite
783089;1875230;cite
1688876;1147403;cite
1520745;3067295;cite
45909;408891;cite
3629748;445271;cite
1123088;22304884;cite
22939480;2677845;cite
3462402;23483938;cite
795368;1111513;cite
954490;1200530;cite
426596;1463164;cite
347930;601959;cite
1688876;1536874;cite
9432002;134086;cite
1826743;1263702;cite
2518238;3368569;cite
1250836;53386702;cite
3587996;860907;cite
619732;1417835;cite
1461050;1628808;cite
26112;1695628;cite
49513591;994018;cite
591299;561063;cite
601959;1765874;cite
85018;10511473;cite
5730;47330938;cite
10520963;1693600;cite
731329;26112;cite
1816816;2096458;cite
960281;1780247;cite
763625;53761504;cite
93660;220129;cite
812183;561596;cite
54587358;55257992;cite
9432009;21029;cite
3823153;10490302;cite
2530441;1973531;cite
65290;688801;cite
3439731;2798309;cite
1208922;53679202;cite
1128738;566838;cite
384014;237813;cite
795368;830335;cite
875189;1902888;cite
275568;3379355;cite
10447053;18206946;cite
688801;3571615;cite
1784695;3482117;cite
3643460;47415191;cite
491458;386271;cite
2203608;592315;cite
1858639;93428;cite
524350;49939857;cite
340666;54170929;cite
667542;26112;cite
656900;16649;cite
2280957;44685;cite
725620;494785;cite
561063;53679202;cite
1819604;976195;cite
509373;557751;cite
2167811;1628808;cite
12518928;1456480;cite
9431811;1363826;cite
1520745;10490302;cite
1235665;53679202;cite
52319344;33342;cite
3616121;2539048;cite
3316959;740002;cite
3365228;1429404;cite
602265;1379912;cite
137638;1993470;cite
23483938;1379905;cite
3619808;3316959;cite
1034308;416395;cite
2335111;3317730;cite
1656916;3365308;cite
691155;1353615;cite
1894512;3823274;cite
1200159;18046451;cite
18489095;561596;cite
52290693;2033428;cite
795368;1208922;cite
3487648;753069;cite
9424648;1771176;cite
52816203;1146031;cite
40419197;616265;cite
2186716;167442;cite
4350981;1725101;cite
12478691;1022478;cite
3484240;1425548;cite
48603799;1765874;cite
666211;408389;cite
125865;2260734;cite
1843723;666211;cite
623445;1488310;cite
1239647;790244;cite
1123088;6831619;cite
37126291;1456480;cite
860907;390956;cite
740002;994018;cite
17935198;1411009;cite
56379207;114000;cite
3393270;1140946;cite
34063301;3308035;cite
9149894;3583387;cite
1258987;312350;cite
16649;1577208;cite
903828;347041;cite
812183;1780247;cite
11017225;284269;cite
616265;1995279;cite
1064414;1140946;cite
860012;300979;cite
1461050;1456480;cite
4350981;1417835;cite
3530351;3462420;cite
1695628;257916;cite
3616121;53416656;cite
7521;852431;cite
18109725;1127180;cite
524131;9231692;cite
698871;53192;cite
2189701;1717780;cite
1739776;9116441;cite
3454750;315269;cite
1311639;2514394;cite
960281;561596;cite
2041910;9233468;cite
12832827;53307089;cite
359050;1402107;cite
1025739;1739776;cite
1505638;1141665;cite
795368;489816;cite
3322859;1434215;cite
221066;332741;cite
3635869;1598769;cite
1986481;433468;cite
1955606;47569154;cite
967515;1482639;cite
17904819;459308;cite
1332785;3365275;cite
9431998;2126906;cite
1695628;26112;cite
3308035;10490302;cite
442978;1691800;cite
258675;1034757;cite
1845460;463242;cite
494965;9149894;cite
10220044;1461050;cite
1095096;53506045;cite
59267;1735104;cite
276064;50215745;cite
3661660;3629708;cite
169069;2689917;cite
2437370;817180;cite
304424;795368;cite
1208922;3330532;cite
51181624;361097;cite
3629707;3462404;cite
34031474;2340538;cite
353523;10883801;cite
53307089;50412641;cite
3632732;169566;cite
1911914;384014;cite
1402107;37078;cite
332741;937815;cite
155175;303817;cite
3643460;755515;cite
54515590;42210600;cite
1791432;571081;cite
3350659;1173913;cite
915593;2164557;cite
921043;550081;cite
974990;84674;cite
3334683;3439731;cite
2295139;53698797;cite
1176051;1520745;cite
974990;169566;cite
339962;445271;cite
327556;2260734;cite
2080261;251545;cite
2462390;1488310;cite
10447053;1034757;cite
1126212;448985;cite
3549915;1993470;cite
1200530;1765874;cite
2126906;188847;cite
9426735;594770;cite
34063316;3829656;cite
1119998;12716274;cite
2702206;1628808;cite
3619446;21997;cite
3518941;1311173;cite
21983973;96914;cite
851440;1818317;cite
1780247;359865;cite
424118;52276208;cite
1138939;1628808;cite
53785648;937815;cite
708524;1370132;cite
53307089;244466;cite
1176051;70423;cite
1123207;1792373;cite
1143638;253283;cite
524131;345165;cite
93400;976195;cite
754647;209615;cite
3459998;348338;cite
936378;1456480;cite
2263719;300056;cite
1512881;18663599;cite
137004;889494;cite
3619806;1573733;cite
9095805;1662749;cite
1687644;1219483;cite
1356251;502782;cite
2320964;2065047;cite
3530412;441589;cite
401293;1138939;cite
738673;103922;cite
1976763;180240;cite
3835346;1819604;cite
3365278;616265;cite
1667844;305047;cite
33783;2616261;cite
80674;1200159;cite
3170228;6923352;cite
299484;1392090;cite
442978;695126;cite
1245783;755515;cite
414332;47658298;cite
524350;3365270;cite
3549954;1536874;cite
2414154;1373751;cite
3860428;2530405;cite
3582129;676309;cite
3545991;51279416;cite
561063;2054761;cite
524131;2114277;cite
368747;1126212;cite
3635893;817180;cite
2624870;619732;cite
1340012;84674;cite
2028266;22939480;cite
17876629;605848;cite
840008;10715604;cite
619732;40419564;cite
3418749;2132771;cite
1536123;1976936;cite
634165;1356259;cite
282750;3484675;cite
2358027;880017;cite
3549953;3186132;cite
1750191;47707899;cite
18057148;3365188;cite
1577705;1800649;cite
478817;960281;cite
1710746;906247;cite
632599;406614;cite
2167811;320403;cite
510117;10517517;cite
10498782;53371505;cite
40422604;1402107;cite
18046451;402341;cite
341294;237904;cite
3553291;571081;cite
588349;753069;cite
1126212;181077;cite
1577705;10883801;cite
485160;1329528;cite
402341;92804;cite
53890749;50412641;cite
1356298;553305;cite
505697;1173913;cite
1598769;257916;cite
9133080;781239;cite
319174;415944;cite
1044933;3174077;cite
3577492;946875;cite
53101561;2263719;cite
1794430;464355;cite
5974939;53667820;cite
994018;52626685;cite
1488310;431388;cite
563443;502782;cite
719117;540819;cite
867633;540819;cite
3642481;898125;cite
3629707;1184516;cite
3316959;53698797;cite
594770;1095257;cite
542924;2164557;cite
2241634;714492;cite
678043;840008;cite
2917734;2769047;cite
1417835;18663599;cite
5819944;3462786;cite
5774643;3629713;cite
3642249;50394726;cite
1374045;12459928;cite
3365295;1737218;cite
3352272;390956;cite
3635893;21997;cite
2769047;403145;cite
3561475;53510019;cite
959332;1570792;cite
2073858;64290;cite
299484;824769;cite
27742;1126212;cite
563443;3334452;cite
1695628;1894512;cite
2324949;852431;cite
1068779;1402107;cite
724623;17927374;cite
3544435;954490;cite
2977718;1200159;cite
1200530;12687154;cite
1990966;2174407;cite
50230;3379355;cite
3635866;92804;cite
1390557;1200159;cite
1119998;96914;cite
1128738;1976075;cite
3832260;92804;cite
719117;1117178;cite
370814;53779185;cite
3643460;954490;cite
21997;51599466;cite
22307522;1628808;cite
127219;1843723;cite
2149865;936807;cite
3484240;1745056;cite
214620;436647;cite
695126;442978;cite
3463613;85018;cite
1903859;1200159;cite
3629688;2624870;cite
414332;1894512;cite
18461058;227545;cite
11704533;17916533;cite
149736;22843173;cite
442978;1894512;cite
991693;55058764;cite
1329528;1399202;cite
552871;40422568;cite
3549915;122030;cite
3826657;4689358;cite
3616121;17997458;cite
17902638;40419564;cite
8894;410331;cite
1079366;18557017;cite
10878478;946875;cite
2149865;1200530;cite
1710746;62432;cite
1236596;229417;cite
1004199;1889817;cite
53607159;40422568;cite
1626534;561596;cite
210600;10227266;cite
1126212;1593506;cite
194289;1425548;cite
299889;2338139;cite
305047;56828080;cite
1417835;1109340;cite
584277;3365275;cite
6831619;494400;cite
9236988;494965;cite
594319;678043;cite
414659;2295139;cite
2942541;505697;cite
21983973;12716274;cite
53053318;3078785;cite
10896622;1819604;cite
136487;40421116;cite
811813;53574490;cite
3642481;2343768;cite
18489316;3462786;cite
24493541;436647;cite
3316959;10490302;cite
1973531;6923352;cite
840035;87624;cite
623445;28400;cite
879548;3439731;cite
3347950;47619090;cite
2437370;3629701;cite
294179;18046451;cite
1995279;3629716;cite
1370029;266758;cite
388118;795368;cite
498925;1123088;cite
1308570;70423;cite
3561475;974990;cite
1512881;1068779;cite
1058778;2389295;cite
1390557;185676;cite
59042;209615;cite
557751;53786510;cite
15534;728755;cite
689320;1141665;cite
3582129;1559089;cite
379606;42138;cite
1548517;1739776;cite
4040114;688801;cite
54877854;6893045;cite
47690710;53094898;cite
936378;1058778;cite
1887569;2624870;cite
2484380;54241689;cite
2476051;92955;cite
1818317;994018;cite
2530415;34117378;cite
17897922;1598769;cite
2127000;1456480;cite
1062075;2677845;cite
42175;3619806;cite
21997;54241689;cite
522060;329964;cite
2060748;1399202;cite
358470;1618625;cite
3179124;10564827;cite
1737218;1109340;cite
1048079;571081;cite
918710;53307089;cite
1001193;92403;cite
1200530;53698797;cite
3316959;1031845;cite
361097;2247005;cite
1995279;3462404;cite
957070;705794;cite
3629710;3507709;cite
53591624;1123088;cite
2421538;1628808;cite
1176515;1014928;cite
676309;7131;cite
676309;1086824;cite
1116167;156895;cite
1644999;3823274;cite
3829656;1034757;cite
193776;93660;cite
115298;55177847;cite
10832690;145518;cite
3993182;604144;cite
508274;1079366;cite
3608651;9431812;cite
1646476;55178513;cite
2263719;502782;cite
3571631;3559730;cite
36417789;424118;cite
3485488;3559730;cite
601959;53620119;cite
1667844;2295139;cite
18046451;957070;cite
8017531;538228;cite
10506977;1772051;cite
1411929;1927180;cite
991693;261768;cite
12871;6831619;cite
92804;20544;cite
48413726;651512;cite
921043;299610;cite
967515;2930761;cite
47724891;1047296;cite
1732789;524648;cite
4350981;34117378;cite
133710;1208922;cite
6825;47475723;cite
